,dbn,school_name,school_type_x,quality_review_rating,progress_rating,achievement_rating,environment_rating,college_and_career_readiness,closing_the_achievement_gap,free_lunch,average_grade_8_english,average_grade_8_math,quality_review_how_interesting,quality_review_how_effective,quality_review_how_well_does,quality_review_how_clearly,quality_review_how_well_do,average_sat_score,zip,advanced_placement_courses,online_ap_courses,postalcode
311,24Q264,Academy of Finance and  Enterprise,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.668,2.73,2.77,N/A,N/A,N/A,N/A,N/A,1415,11101,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Government and Politics: United States, Spanish Language, Statistics, United States History, World History",N/A,11101
312,24Q267,High School of Applied Communication,High School,N/A,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.617,2.42,2.39,N/A,N/A,N/A,N/A,N/A,1229,11101,"English Literature and Composition, European History, United States History",N/A,11101
313,24Q293,Civic Leadership Academy,High School,Proficient,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.67,2.39,2.33,Proficient,Developing,Developing,Well Developed,Proficient,1208,11373,"Biology, English Literature and Composition, Government and Politics: United States, United States History",N/A,11373
314,24Q296,Pan American International High School,High School,Proficient,Meeting Target,Not Meeting Target,Meeting Target,Not Meeting Target,Not Meeting Target,0.784,1.78,1.94,Developing,Developing,Proficient,Proficient,Proficient,996,11373,N/A,N/A,11373
315,24Q299,Bard High School Early College Queens,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.296,3.70,3.78,N/A,N/A,N/A,N/A,N/A,1822,11101,N/A,N/A,11101
316,24Q455,Newtown High School,High School,Developing,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.686,2.31,2.27,Developing,Developing,Developing,Developing,Developing,1202,11373,"Biology, Calculus AB, Calculus BC, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Spanish Language, Spanish Literature, World History",N/A,11373
317,24Q485,Grover Cleveland High School,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.634,2.35,2.29,Proficient,Developing,Proficient,Well Developed,Proficient,1239,11385,"Biology, Calculus AB, Calculus BC, English Language and Composition, English Literature and Composition, Environmental Science, European History, Italian Language and Culture, Music Theory, Psychology, Spanish Language, Spanish Literature, Statistics, Studio Art: 2-D Design, United States History, World History",Chemistry,11385
318,24Q520,Middle College High School at LaGuardia Community College,High School,Proficient,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,N/A,0.676,2.34,2.35,Proficient,Proficient,Proficient,Proficient,Developing,1145,11101,N/A,N/A,11101
319,24Q530,International High School at LaGuardia Community College,High School,N/A,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.795,1.89,2.35,N/A,N/A,N/A,N/A,N/A,1137,11101,"Biology, Calculus AB, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, Psychology, Spanish Language, Spanish Literature, Studio Art: Drawing, United States History",N/A,11101
320,24Q550,High School for Arts and Business,High School,Well Developed,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.696,2.43,2.38,Well Developed,Proficient,Proficient,Well Developed,Proficient,1202,11368,"Art History, Computer Science A, Economics: Macro, English Language and Composition, English Literature and Composition, Environmental Science, Human Geography, Psychology, Spanish Language, Spanish Literature, United States History, World History",N/A,11368
321,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",High School,Developing,Meeting Target,Approaching Target,Meeting Target,Meeting Target,N/A,0.641,2.65,2.56,Developing,Developing,Developing,Proficient,Developing,1332,11101,"Biology, English Literature and Composition",N/A,11101
322,24Q585,Maspeth High School,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.533,2.82,2.73,Proficient,Proficient,Proficient,Well Developed,Proficient,,11373,"Chemistry, World History",N/A,11373
323,24Q600,Queens Vocational and Technical High School,High School,Well Developed,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.754,2.57,2.57,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,1268,11101,"European History, Human Geography, Physics B, Psychology, Spanish Language",N/A,11101
324,24Q610,Aviation Career & Technical Education High School,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.612,2.78,2.92,N/A,N/A,N/A,N/A,N/A,1441,11101,"Calculus AB, English Language and Composition, English Literature and Composition, Government and Politics: United States, Physics B, United States History, World History",N/A,11101
325,25Q252,"Queens School of Inquiry, The",High School,Proficient,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.444,3.02,2.89,Well Developed,Proficient,Developing,Well Developed,Developing,1518,11366,"Biology, Chemistry, Psychology",N/A,11366
326,25Q263,Flushing International High School,High School,Proficient,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,0.865,1.81,2.43,Proficient,Proficient,Proficient,Proficient,Proficient,1083,11355,N/A,N/A,11355
327,25Q281,East-West School of International Studies,High School,Well Developed,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.66,2.67,2.81,Well Developed,Proficient,Proficient,Well Developed,Well Developed,1431,11355,"English Language and Composition, English Literature and Composition, Environmental Science, Psychology",N/A,11355
328,25Q285,World Journalism Preparatory: A College Board School,High School,Well Developed,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,N/A,0.354,2.90,2.55,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,1400,11358,"Chemistry, Economics: Macro, English Language and Composition, English Literature and Composition, Environmental Science, United States History, World History",N/A,11358
329,25Q425,John Bowne High School,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.679,2.45,2.42,Proficient,Proficient,Proficient,Proficient,Proficient,1294,11367,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Literature and Composition, Government and Politics: United States, Physics C: Electricity and Magnetism, Spanish Language, Statistics, United States History",N/A,11367
330,25Q460,Flushing High School,High School,Developing,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.681,2.37,2.30,Developing,Developing,Developing,Developing,Proficient,1260,11354,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Computer Science AB, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Physics B, Spanish Language, Spanish Literature, Statistics, United States History, World History",N/A,11354
331,25Q525,Townsend Harris High School,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.365,3.99,4.05,N/A,N/A,N/A,N/A,N/A,1955,11367,"Calculus AB, Calculus BC, Economics: Macro, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Human Geography, Japanese Language and Culture, Latin: Vergil, Music Theory, Psychology, Spanish Language, Statistics, United States History, World History",N/A,11367
332,25Q670,Robert F. Kennedy Community High School,High School,Well Developed,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.657,2.42,2.42,Proficient,Well Developed,Well Developed,Well Developed,Proficient,1306,11366,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Human Geography, Spanish Language, United States History",N/A,11366
333,26Q415,Benjamin N. Cardozo High School,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Meeting Target,N/A,0.438,2.91,2.90,Proficient,Proficient,Developing,Proficient,Developing,1595,11364,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: Comparative, Government and Politics: United States, Physics B, Psychology, Spanish Language, Statistics, United States History, World History",N/A,11364
334,26Q430,Francis Lewis High School,High School,Proficient,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.606,2.87,2.96,Proficient,Proficient,Proficient,Proficient,Well Developed,1538,11365,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, English Literature and Composition, Environmental Science, French Language, Government and Politics: United States, Japanese Language and Culture, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Spanish Literature, Statistics, United States History, World History",N/A,11365
335,26Q435,Martin Van Buren High School,High School,Developing,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.59,2.33,2.15,Developing,Developing,Developing,Developing,Developing,1253,11427,"Art History, Biology, Calculus AB, Chemistry, English Literature and Composition, Physics B, United States History",N/A,11427
336,26Q495,Bayside High School,High School,N/A,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,N/A,0.588,2.83,2.77,N/A,N/A,N/A,N/A,N/A,1511,11361,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, Latin Literature, Physics B, Psychology, Spanish Language, Statistics, Studio Art: Drawing, United States History, World History",N/A,11361
337,26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",High School,Well Developed,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.474,2.64,2.51,Well Developed,Proficient,Well Developed,Well Developed,Proficient,1328,11426,"Biology, United States History",N/A,11426
338,27Q260,Frederick Douglass Academy VI High School,High School,Developing,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.667,2.29,2.09,Developing,Developing,Developing,Proficient,Developing,1093,11691,"English Language and Composition, English Literature and Composition",N/A,11691
339,27Q262,Channel View School for Research,High School,Proficient,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,N/A,0.648,2.59,2.35,Well Developed,Proficient,Proficient,Proficient,Proficient,1293,11694,"English Language and Composition, United States History","Art History, Calculus BC, English Language and Composition, English Literature and Composition, United States History, World History",11694
340,27Q302,"Queens High School for Information, Research, and Technology",High School,Developing,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,0.788,2.26,2.07,Developing,Developing,Developing,Developing,Proficient,1123,11691,English Literature and Composition,N/A,11691
341,27Q308,Robert H. Goddard High School of Communication Arts and Technology,High School,Proficient,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.656,2.64,2.51,Proficient,Developing,Proficient,Proficient,Proficient,1252,11417,"Biology, English Literature and Composition, United States History","Biology, English Literature and Composition, United States History",11417
342,27Q309,Academy of Medical Technology: A College Board School,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.691,2.37,2.14,Proficient,Proficient,Proficient,Proficient,Proficient,1200,11691,N/A,N/A,11691
343,27Q323,Scholars' Academy,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.455,3.66,3.44,N/A,N/A,N/A,N/A,N/A,1670,11694,"Art History, Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language","Psychology, Statistics, United States History",11694
344,27Q324,Rockaway Park High School for Environmental Sustainability,High School,Proficient,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.708,2.35,2.12,Proficient,Well Developed,Proficient,Proficient,Proficient,1154,11694,N/A,N/A,11694
345,27Q351,Rockaway Collegiate High School,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.718,2.28,2.04,Proficient,Proficient,Proficient,Proficient,Proficient,,11694,N/A,N/A,11694
346,27Q400,August Martin High School,High School,Developing,Not Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.625,2.20,2.05,Developing,Developing,Developing,Developing,Proficient,1125,11434,"Calculus AB, English Literature and Composition, United States History, World History",N/A,11434
347,27Q475,Richmond Hill High School,High School,Developing,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.695,2.32,2.21,Developing,Proficient,Developing,Proficient,Developing,1186,11418,"Biology, Calculus AB, English Literature and Composition, Government and Politics: United States, Spanish Language, Spanish Literature, United States History, World History",N/A,11418
348,27Q480,John Adams High School,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.742,2.30,2.19,Proficient,Proficient,Proficient,Proficient,Proficient,1200,11417,"Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language, United States History, World History","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language, United States History, World History",11417
349,27Q650,"High School for Construction Trades, Engineering and Architecture",High School,Proficient,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.53,2.87,2.91,Well Developed,Proficient,Proficient,Proficient,Proficient,1384,11416,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Statistics, United States History, World History",N/A,11416
350,28Q167,Metropolitan Expeditionary Learning School,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.431,2.82,2.55,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,11375,"Biology, Calculus AB, English Literature and Composition, Government and Politics: United States",N/A,11375
351,28Q284,York Early College Academy,High School,Proficient,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.603,2.92,2.76,Well Developed,Proficient,Proficient,Proficient,Proficient,1358,11433,N/A,N/A,11433
352,28Q310,Queens Collegiate: A College Board School,High School,Proficient,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Exceeding Target,0.684,2.47,2.27,Proficient,Proficient,Developing,Proficient,Developing,1250,11432,"Biology, Calculus AB, Chemistry, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, Government and Politics: Comparative, Human Geography, Music Theory, Psychology, Spanish Language, Spanish Literature, United States History","Art History, Biology, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Computer Science AB, Economics: Macro, French Language, French Literature, German Language, Government and Politics: United States, Latin Literature, Physics B, Statistics, Studio Art: Drawing, World History",11432
353,28Q325,Hillside Arts & Letters Academy,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.712,2.42,2.21,Proficient,Proficient,Developing,Proficient,Proficient,1211,11432,N/A,N/A,11432
354,28Q328,High School for Community Leadership,High School,Proficient,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.793,2.30,2.18,Proficient,Proficient,Proficient,Proficient,Proficient,1245,11432,"Biology, English Language and Composition, English Literature and Composition","French Language, Spanish Language",11432
355,28Q350,Jamaica Gateway to the Sciences,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,N/A,0.722,2.56,2.54,Proficient,Proficient,Proficient,Well Developed,Proficient,1296,11432,"Environmental Science, Psychology",N/A,11432
356,28Q440,Forest Hills High School,High School,N/A,Meeting Target,Meeting Target,Approaching Target,Meeting Target,N/A,0.528,2.87,2.80,N/A,N/A,N/A,N/A,N/A,1509,11375,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Economics: Macro, English Literature and Composition, Environmental Science, French Language, Government and Politics: United States, Psychology, Spanish Language, Spanish Literature, Statistics, United States History, World History",N/A,11375
357,28Q505,Hillcrest High School,High School,Proficient,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,0.745,2.48,2.36,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,1288,11432,"Art History, Biology, Calculus AB, Calculus BC, Computer Science A, Computer Science AB, Environmental Science, French Language, French Literature, Government and Politics: United States, Spanish Language, Spanish Literature, United States History",N/A,11432
358,28Q620,Thomas A. Edison Career and Technical Education High School,High School,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,N/A,0.63,2.86,2.88,N/A,N/A,N/A,N/A,N/A,1395,11432,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Government and Politics: United States, Physics B, Psychology, United States History, World History",N/A,11432
359,28Q680,Queens Gateway to Health Sciences Secondary School,High School,Well Developed,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,N/A,0.567,3.36,3.01,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1536,11432,"Calculus AB, English Literature and Composition, United States History, World History",N/A,11432
360,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,High School,Proficient,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.486,2.63,2.47,Proficient,Proficient,Well Developed,Well Developed,Proficient,1366,11375,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, United States History",N/A,11375
361,28Q690,High School for Law Enforcement and Public Safety,High School,Developing,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.66,2.48,2.28,Developing,Developing,Developing,Proficient,Developing,1200,11434,English Literature and Composition,N/A,11434
362,28Q896,"Young Women's Leadership School, Queens",High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.581,2.62,2.36,Proficient,Developing,Developing,Well Developed,Developing,1336,11432,"Biology, Calculus AB, English Literature and Composition, Spanish Literature",N/A,11432
363,29Q248,Queens Preparatory Academy,High School,N/A,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.635,2.35,2.21,N/A,N/A,N/A,N/A,N/A,1204,11413,"Calculus AB, Calculus BC, English Language and Composition, English Literature and Composition",N/A,11413
364,29Q259,Pathways College Preparatory School: A College Board School,High School,Developing,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.574,2.41,2.14,Developing,Developing,Developing,Proficient,Developing,,11412,"Economics: Macro, Economics: Micro, English Literature and Composition, Environmental Science, Spanish Language",N/A,11412
365,29Q265,Excelsior Preparatory High School,High School,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.671,2.32,2.11,N/A,N/A,N/A,N/A,N/A,1213,11413,"Calculus AB, English Literature and Composition, World History",N/A,11413
366,29Q272,George Washington Carver High School for the Sciences,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.563,2.58,2.40,Proficient,Developing,Proficient,Proficient,Proficient,1338,11413,"Calculus AB, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, United States History",N/A,11413
367,29Q283,Preparatory Academy for Writers: A College Board School,High School,Well Developed,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.622,2.61,2.24,Proficient,Well Developed,Proficient,Well Developed,Well Developed,1230,11413,"English Language and Composition, English Literature and Composition, Environmental Science, European History, Statistics",N/A,11413
368,29Q326,Cambria Heights Academy,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.603,2.36,2.14,Proficient,Proficient,Proficient,Proficient,Developing,1200,11423,"English Literature and Composition, Environmental Science, United States History, World History",N/A,11423
369,29Q327,Eagle Academy for Young Men III,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.544,2.49,2.19,Proficient,Developing,Proficient,Proficient,Proficient,,11434,N/A,N/A,11434
370,29Q492,"Mathematics, Science Research and Technology Magnet High School",High School,Proficient,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Not Meeting Target,0.585,2.35,2.28,Proficient,Proficient,Proficient,Proficient,Proficient,1255,11411,Biology,"Biology, United States History, World History",11411
371,29Q498,Humanities & Arts Magnet High School,High School,Proficient,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.584,2.33,2.12,Proficient,Developing,Proficient,Proficient,Proficient,1209,11411,"Art History, English Language and Composition, European History, Government and Politics: United States, Studio Art: Drawing",N/A,11411
372,30Q286,"Young Women's Leadership School, Astoria",High School,N/A,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,N/A,0.711,2.85,2.69,N/A,N/A,N/A,N/A,N/A,1395,11102,N/A,N/A,11102
373,30Q301,Academy for Careers in Television and Film,High School,Well Developed,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.555,2.64,2.36,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,1276,11101,"Calculus AB, English Literature and Composition, Psychology, United States History",N/A,11101
374,30Q445,William Cullen Bryant High School,High School,Developing,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,0.614,2.44,2.44,Developing,Developing,Developing,Proficient,Developing,1331,11103,"Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Government and Politics: United States, Physics B, Spanish Language, Spanish Literature, United States History, World History",N/A,11103
375,30Q450,Long Island City High School,High School,Well Developed,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.66,2.40,2.37,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,1309,11106,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Italian Language and Culture, Music Theory, Psychology, Spanish Language, Spanish Literature, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States History, World History",N/A,11106
376,30Q501,Frank Sinatra School of the Arts High School,High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.255,3.39,3.10,N/A,N/A,N/A,N/A,N/A,1609,11106,"Biology, Calculus AB, English Language and Composition, Spanish Language, United States History",N/A,11106
377,30Q502,Information Technology High School,High School,Developing,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.712,2.44,2.43,Proficient,Developing,Developing,Proficient,Proficient,1304,11101,"Calculus AB, English Language and Composition",N/A,11101
378,30Q555,Newcomers High School,High School,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.81,1.71,2.28,N/A,N/A,N/A,N/A,N/A,1191,11101,"Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Government and Politics: United States, Spanish Language, Spanish Literature",N/A,11101
379,30Q575,Academy of American Studies,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.571,2.95,2.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,1515,11101,"Art History, Biology, Calculus AB, Economics: Macro, English Language and Composition, English Literature and Composition, European History, Government and Politics: United States, Human Geography, Spanish Language, Spanish Literature, United States History",N/A,11101
380,30Q580,Baccalaureate School for Global Education,High School,Proficient,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.331,3.68,3.47,Proficient,Developing,Proficient,Well Developed,Developing,1845,11106,N/A,N/A,11106
381,31R047,CSI High School for International Studies,High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.295,2.86,2.68,N/A,N/A,N/A,N/A,N/A,1442,10314,"Biology, Calculus AB, English Literature and Composition, Government and Politics: Comparative, Studio Art: 2-D Design, United States History",N/A,10314
382,31R064,Gaynor McCown Expeditionary Learning School,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Approaching Target,N/A,0.364,2.66,2.40,Developing,Proficient,Proficient,Proficient,Proficient,1284,10314,"Biology, Calculus AB, English Literature and Composition, Government and Politics: United States, Physics B, United States History",N/A,10314
383,31R080,The Michael J. Petrides School,High School,Well Developed,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.373,2.76,2.56,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1508,10301,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Government and Politics: United States, Statistics, United States History, World History",N/A,10301
384,31R440,New Dorp High School,High School,Well Developed,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.494,2.50,2.30,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1312,10306,"Biology, Calculus AB, Computer Science A, English Literature and Composition, United States History, World History","Art History, Calculus BC, Economics: Macro, Economics: Micro",10306
385,31R445,Port Richmond High School,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.561,2.35,2.16,Proficient,Proficient,Proficient,Proficient,Proficient,1302,10302,"Art History, Biology, Calculus AB, English Language and Composition, English Literature and Composition, Government and Politics: Comparative, Government and Politics: United States, Italian Language and Culture, Physics B, Psychology, Spanish Language, Statistics, World History",N/A,10302
386,31R450,Curtis High School,High School,Well Developed,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.603,2.48,2.26,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1357,10301,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, European History, French Language, Italian Language and Culture, Music Theory, Physics B, Spanish Language, Statistics, Studio Art: Drawing, United States History",N/A,10301
387,31R455,Tottenville High School,High School,Well Developed,Meeting Target,Meeting Target,Approaching Target,Meeting Target,N/A,0.22,2.82,2.68,Well Developed,Proficient,Proficient,Well Developed,Well Developed,1465,10312,"Biology, Calculus BC, Chemistry, English Literature and Composition, Government and Politics: United States, Physics B, Psychology, United States History",N/A,10312
388,31R460,Susan E. Wagner High School,High School,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.429,2.75,2.57,N/A,N/A,N/A,N/A,N/A,1454,10314,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, French Language, Government and Politics: United States, Human Geography, Spanish Language, Statistics, United States History, World History",N/A,10314
389,31R600,Ralph R. McKee Career and Technical Education High School,High School,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.569,2.36,2.17,N/A,N/A,N/A,N/A,N/A,1292,10301,"Biology, English Language and Composition",N/A,10301
390,32K168,The Brooklyn School for Math and Research,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.808,2.33,2.32,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,11237,N/A,N/A,11237
391,32K403,Academy for Environmental Leadership,High School,N/A,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.887,2.10,2.05,N/A,N/A,N/A,N/A,N/A,1064,11237,"Calculus AB, Economics: Micro, English Literature and Composition, Environmental Science, Studio Art: Drawing",N/A,11237
392,32K545,EBC High School for Public Service - Bushwick,High School,Developing,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.898,2.14,2.09,Developing,Developing,Developing,Proficient,Developing,1119,11221,"Calculus AB, English Language and Composition, English Literature and Composition, Physics B, Spanish Language, Spanish Literature, United States History",N/A,11221
393,32K549,Bushwick School for Social Justice,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.751,2.19,2.05,Proficient,Proficient,Developing,Proficient,Proficient,1076,11237,"Calculus AB, English Language and Composition",N/A,11237
394,32K552,Academy of Urban Planning,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.805,2.07,2.00,Proficient,Proficient,Developing,Proficient,Well Developed,1128,11237,"Calculus AB, Economics: Micro, English Language and Composition, Human Geography, Physics B, Spanish Language",N/A,11237
395,32K554,All City Leadership Secondary School,High School,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,N/A,0.764,2.81,2.61,N/A,N/A,N/A,N/A,N/A,1267,11212,"Calculus AB, English Literature and Composition, Physics B, Spanish Language, Statistics, United States History",N/A,11237
396,32K556,Bushwick Leaders High School for Academic Excellence,High School,N/A,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.921,2.16,2.05,N/A,N/A,N/A,N/A,N/A,1129,11221,"English Language and Composition, Spanish Language, Spanish Literature",N/A,11221
397,02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.34,2.20,N/A,N/A,N/A,N/A,N/A,,10038,N/A,N/A,10038
398,02M135,The Urban Assembly School for Emergency Management,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.39,2.23,N/A,N/A,N/A,N/A,N/A,,10019,N/A,N/A,10019
